,RPC,Description,Lithology,Vp,Vs,Rho,Rho_n
1754,101755,DSDP S.289 924 M,limestone,2658.79,1302.49,1950.0,1998.0617607537001
1755,101756,DSDP S.289 924 M,limestone,2712.6,1248.69,1950.0,1913.8808172205192
1756,101757,DSDP S.289 933 M,limestone,2776.9,1248.69,1910.0,1950.2757849022996
1757,101758,DSDP S.289 933 M,limestone,2820.21,1227.03,1910.0,1906.7762995546707
1758,101759,DSDP S.289 941 M,limestone,2723.1,1270.01,1900.0,1942.4251154198978
1759,101760,DSDP S.289 941 M,limestone,2680.12,1248.69,1900.0,1938.0798299024939
1760,101761,DSDP S.289 951 M,limestone,2346.46,947.18,1960.0,1957.4030986349226
1761,101762,DSDP S.289 951 M,limestone,2421.92,925.52,1960.0,1956.305780334838
1762,101763,DSDP S.289 953 M,limestone,2712.6,1141.08,1940.0,1974.9898492894483
1763,101764,DSDP S.289 953 M,limestone,2766.4,1141.08,1940.0,1921.7420183800812
1764,101765,DSDP S.289 961.0M,limestone,2368.11,947.18,1990.0,1975.4860235160165
1765,101766,DSDP S.289 961.0M,limestone,2518.7,947.18,1990.0,1983.9844067505612
1766,101767,DSDP S.289 961.5M,limestone,2604.99,1216.21,2020.0,2069.114340331648
1767,101768,DSDP S.289 961.5M,limestone,2766.4,1248.69,2020.0,2010.9426862589833
1772,101773,DSDP S.289 999 M,limestone,2432.74,1119.42,1970.0,1978.6905810247533
1773,101774,DSDP S.289 999 M,limestone,2583.33,1141.08,1970.0,1921.5956007971456
1774,101775,DSDP S.289 1009.0M,limestone,2615.49,1162.4,2000.0,1956.478526271151
1775,101776,DSDP S.289 1009.0M,limestone,2798.56,1184.06,2000.0,2033.4675953738704
1776,101777,DSDP S.289 1009.5M,limestone,2518.7,1194.88,2009.9999999999998,2046.1827387930189
1777,101778,DSDP S.289 1009.5M,limestone,2723.1,1248.69,2009.9999999999998,2045.4039910242109
1778,101779,DSDP S.289 1017 M,limestone,2680.12,1141.08,1980.0,1964.920771337103
1779,101780,DSDP S.289 1017 M,limestone,2895.34,1173.23,1980.0,1961.0774671662307
1782,101783,DSDP S.289 1027 M,limestone,3024.61,1367.13,2100.0,2101.231835264936
1783,101784,DSDP S.289 1027 M,limestone,3121.39,1399.28,2100.0,2135.472641678767
1819,101820,DSDP S.289 1175 M,limestone,2690.94,1205.38,2100.0,2090.470023436836
1822,101823,DSDP S.289 1233 M,limestone,2874.02,1571.52,2140.0,2160.5141048682235
1823,101824,DSDP S.289 1233 M,limestone,3143.04,1743.77,2140.0,2160.763468787789
2840,102841,SOLENHOFEN LIMESTONE 69-2,limestone,1845.0,969.0,,
1126,101127,PICKETT LIMESTONE,limestone,1910.14,988.49,,
2854,102855,SOLENHOFEN LIMESTONE 69-2,limestone,5940.0,3140.0,,
2845,102846,SOLENHOFEN LIMESTONE 69-2,limestone,1887.0,990.0,,
1130,101131,PICKETT LIMESTONE,limestone,1849.71,993.31,,
1142,101143,PICKETT LIMESTONE,limestone,5753.28,3086.94,,
1144,101145,PICKETT LIMESTONE,limestone,5863.52,2966.86,,
1150,101151,PICKETT LIMESTONE,limestone,5447.18,2899.93,,
1124,101125,PICKETT LIMESTONE,limestone,1927.17,1001.38,,
1116,101117,PICKETT LIMESTONE,limestone,1956.5,1021.26,,
1120,101121,PICKETT LIMESTONE,limestone,1938.88,1007.87,,
1135,101136,PICKETT LIMESTONE,limestone,5895.34,3227.69,,
2846,102847,SOLENHOFEN LIMESTONE 69-2,limestone,1878.0,990.0,,
2844,102845,SOLENHOFEN LIMESTONE 69-2,limestone,1893.0,990.0,,
1156,101157,PICKETT LIMESTONE,limestone,5147.31,2625.66,,
1122,101123,PICKETT LIMESTONE,limestone,1898.82,1016.14,,
1121,101122,PICKETT LIMESTONE,limestone,1921.46,1022.93,,
1152,101153,PICKETT LIMESTONE,limestone,5378.94,2843.83,,
2847,102848,SOLENHOFEN LIMESTONE 69-2,limestone,1869.0,990.0,,
1147,101148,PICKETT LIMESTONE,limestone,5722.77,2851.71,,
1134,101135,PICKETT LIMESTONE,limestone,1808.27,954.82,,
1143,101144,PICKETT LIMESTONE,limestone,5692.26,3037.07,,
1153,101154,PICKETT LIMESTONE,limestone,5260.5,2801.18,,
1158,101159,PICKETT LIMESTONE,limestone,4823.82,2563.65,,
1154,101155,PICKETT LIMESTONE,limestone,5260.5,2752.3,,
2853,102854,SOLENHOFEN LIMESTONE 69-2,limestone,1812.0,948.0,,
1145,101146,PICKETT LIMESTONE,limestone,5879.27,2949.8,,
1163,101164,PICKETT LIMESTONE,limestone,4390.09,2360.56,,
2852,102853,SOLENHOFEN LIMESTONE 69-2,limestone,1980.0,954.0,,
1123,101124,PICKETT LIMESTONE,limestone,1893.31,1006.2,,
2843,102844,SOLENHOFEN LIMESTONE 69-2,limestone,1896.0,987.0,,
1151,101152,PICKETT LIMESTONE,limestone,5365.81,2863.52,,
1125,101126,PICKETT LIMESTONE,limestone,1915.85,999.71,,
1128,101129,PICKETT LIMESTONE,limestone,1876.68,993.31,,
1148,101149,PICKETT LIMESTONE,limestone,5475.07,2916.34,,
1162,101163,PICKETT LIMESTONE,limestone,4596.78,2387.8,,
1149,101150,PICKETT LIMESTONE,limestone,5488.85,2903.87,,
1129,101130,PICKETT LIMESTONE,limestone,1876.68,983.76,,
1137,101138,PICKETT LIMESTONE,limestone,1803.35,941.73,,
1141,101142,PICKETT LIMESTONE,limestone,5895.34,3068.57,,
1117,101118,PICKETT LIMESTONE,limestone,1950.49,1014.47,,
1161,101162,PICKETT LIMESTONE,limestone,4666.34,2474.08,,
2841,102842,SOLENHOFEN LIMESTONE 69-2,limestone,1875.0,978.0,,
2851,102852,SOLENHOFEN LIMESTONE 69-2,limestone,1821.0,957.0,,
2842,102843,SOLENHOFEN LIMESTONE 69-2,limestone,1890.0,984.0,,
1140,101141,PICKETT LIMESTONE,limestone,5911.75,3082.35,,
1133,101134,PICKETT LIMESTONE,limestone,1834.06,957.78,,
1118,101119,PICKETT LIMESTONE,limestone,1950.49,1014.47,,
2241,102242,R.PRICE 10921.5 #43,dolomite,4265.09,2555.77,2340.0,2318.1845904186653
2095,102096,R.PRICE 10889.5 #13,dolomite,5708.66,3444.88,2690.0,2705.9387555262024
2195,102196,R.PRICE 10913.5 #35,dolomite,4855.64,2841.21,2440.0,2435.40362591893
2070,102071,R.PRICE 10883.5 #7,dolomite,4986.88,3034.78,2570.0,2573.3020195522636
2088,102089,R.PRICE 10883.5 #7,dolomite,5544.62,3070.87,2570.0,2559.9950588242214
2080,102081,R.PRICE 10883.5 #7,dolomite,4986.88,2732.94,2570.0,2544.1991386037284
2255,102256,R.PRICE 10921.5 #43,dolomite,4461.94,2431.1,2340.0,2310.7727552458546
2149,102150,R.PRICE 10901.5 #25,dolomite,5216.54,2801.84,2530.0,2480.650146322078
2266,102267,R.PRICE 10926.5 #48,dolomite,5774.28,3379.27,2560.0,2580.380454038579
2220,102221,R.PRICE 10916.5 #38,dolomite,5282.15,2995.41,2440.0,2469.2685963555164
2115,102116,R.PRICE 10890.5 #14,dolomite,5741.47,3444.88,2640.0,2683.870514078854
2273,102274,R.PRICE 10926.5 #48,dolomite,5741.47,3221.78,2560.0,2533.901675395383
2248,102249,R.PRICE 10921.5 #43,dolomite,4002.62,2083.33,2340.0,2388.188621021648
2139,102140,R.PRICE 10901.5 #25,dolomite,5052.49,2962.6,2530.0,2539.5011937072736
2120,102121,R.PRICE 10890.5 #14,dolomite,5314.96,3172.57,2640.0,2636.6601196349143
2263,102264,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0,2569.1102526047175
2179,102180,R.PRICE 10909.5 #31,dolomite,4625.98,2765.75,2370.0,2364.6598479352465
2296,102297,R.PRICE 10928.5 #50,dolomite,4527.56,2434.38,2310.0,2299.1671054280464
2140,102141,R.PRICE 10901.5 #25,dolomite,5314.96,3136.48,2530.0,2572.2417818335675
2214,102215,R.PRICE 10913.5 #35,dolomite,5610.24,3028.22,2440.0,2417.8871217969654
2223,102224,R.PRICE 10916.5 #38,dolomite,5249.34,3011.81,2440.0,2398.4339372320624
2271,102272,R.PRICE 10926.5 #48,dolomite,5708.66,3231.63,2560.0,2585.716693597929
2134,102135,R.PRICE 10901.5 #25,dolomite,4691.6,2874.02,2530.0,2562.781774315638
2093,102094,R.PRICE 10889.5 #13,dolomite,5675.85,3412.07,2690.0,2690.369468217226
2141,102142,R.PRICE 10901.5 #25,dolomite,4396.33,2588.58,2530.0,2518.1871683480717
2151,102152,R.PRICE 10901.5 #25,dolomite,5479.0,2962.6,2530.0,2486.0239856303556
2090,102091,R.PRICE 10889.5 #13,dolomite,5216.54,3123.36,2690.0,2666.705131852106
2221,102222,R.PRICE 10916.5 #38,dolomite,5249.34,2998.69,2440.0,2474.531419697467
2226,102227,R.PRICE 10916.5 #38,dolomite,4921.26,2601.71,2440.0,2390.7637978837965
2092,102093,R.PRICE 10889.5 #13,dolomite,5577.43,3346.46,2690.0,2674.72679875615
2135,102136,R.PRICE 10901.5 #25,dolomite,4986.88,2942.91,2530.0,2564.547424119076
2297,102298,R.PRICE 10928.5 #50,dolomite,4625.98,2529.53,2310.0,2262.1977999596484
2143,102144,R.PRICE 10901.5 #25,dolomite,4954.07,2657.48,2530.0,2545.1358370180715
2247,102248,R.PRICE 10921.5 #43,dolomite,3608.92,1916.01,2340.0,2357.6107243919246
2086,102087,R.PRICE 10883.5 #7,dolomite,5314.96,2890.42,2570.0,2606.9339057538473
2196,102197,R.PRICE 10913.5 #35,dolomite,5019.69,2916.67,2440.0,2437.022830500547
2205,102206,R.PRICE 10913.5 #35,dolomite,5019.69,2578.74,2440.0,2444.695776679752
2249,102250,R.PRICE 10921.5 #43,dolomite,4232.28,2191.6,2340.0,2368.122900955925
2227,102228,R.PRICE 10916.5 #38,dolomite,5019.69,2719.82,2440.0,2415.0926906353225
2204,102205,R.PRICE 10913.5 #35,dolomite,4888.45,2828.08,2440.0,2453.270124244777
2186,102187,R.PRICE 10909.5 #31,dolomite,4560.37,2457.35,2370.0,2338.609059195915
2277,102278,R.PRICE 10926.5 #48,dolomite,5905.51,3313.65,2560.0,2576.296356958176
2164,102165,R.PRICE 10908.5 #30,dolomite,4527.56,2467.19,2390.0,2342.1530294870577
2265,102266,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0,2570.8201947828015
2132,102133,R.PRICE 10901.5 #25,dolomite,4330.71,2562.34,2530.0,2547.234362608361
2145,102146,R.PRICE 10901.5 #25,dolomite,5249.34,2847.77,2530.0,2485.168085192838
2094,102095,R.PRICE 10889.5 #13,dolomite,5741.47,3412.07,2690.0,2668.9616672894067
2211,102212,R.PRICE 10913.5 #35,dolomite,5380.58,3028.22,2440.0,2397.869155313258
2202,102203,R.PRICE 10913.5 #35,dolomite,5249.34,3038.06,2440.0,2437.545487186435
2230,102231,R.PRICE 10916.5 #38,dolomite,5282.15,2847.77,2440.0,2455.7143401071717
2262,102263,R.PRICE 10926.5 #48,dolomite,5577.43,3313.65,2560.0,2553.2633480378645
2166,102167,R.PRICE 10908.5 #30,dolomite,4855.64,2660.76,2390.0,2427.679482994194
2244,102245,R.PRICE 10921.5 #43,dolomite,4265.09,2559.06,2340.0,2338.8465010540986
2072,102073,R.PRICE 10883.5 #7,dolomite,5183.73,3139.76,2570.0,2547.8359869440064
2083,102084,R.PRICE 10883.5 #7,dolomite,5347.77,2893.7,2570.0,2523.7379029225112
2113,102114,R.PRICE 10890.5 #14,dolomite,5479.0,3313.65,2640.0,2609.422953999177
2298,102299,R.PRICE 10928.5 #50,dolomite,4724.41,2578.74,2310.0,2311.0443013021877
2233,102234,R.PRICE 10916.5 #38,dolomite,5282.15,2854.33,2440.0,2398.426414647153
2203,102204,R.PRICE 10913.5 #35,dolomite,5511.81,3192.26,2440.0,2416.1746790529633
2146,102147,R.PRICE 10901.5 #25,dolomite,5282.15,2841.21,2530.0,2498.9862826549233
2191,102192,R.PRICE 10909.5 #31,dolomite,4658.79,2591.86,2370.0,2397.837309870419
2144,102145,R.PRICE 10901.5 #25,dolomite,5085.3,2742.78,2530.0,2546.9612933217054
2081,102082,R.PRICE 10883.5 #7,dolomite,5150.92,2798.56,2570.0,2581.2926582833197
2293,102294,R.PRICE 10928.5 #50,dolomite,4560.37,2440.94,2310.0,2337.0125670056705
2282,102283,R.PRICE 10928.5 #50,dolomite,4461.94,2604.99,2310.0,2300.805899991419
2176,102177,R.PRICE 10909.5 #31,dolomite,4429.13,2716.54,2370.0,2412.9582524204725
2157,102158,R.PRICE 10908.5 #30,dolomite,4658.79,2791.99,2390.0,2417.0198304306364
2269,102270,R.PRICE 10926.5 #48,dolomite,5511.81,3139.76,2560.0,2585.385196376247
2117,102118,R.PRICE 10890.5 #14,dolomite,5741.47,3477.69,2640.0,2665.6188621447022
2155,102156,R.PRICE 10908.5 #30,dolomite,4461.94,2687.01,2390.0,2350.3863605306133
2254,102255,R.PRICE 10921.5 #43,dolomite,4363.52,2322.83,2340.0,2348.818781264139
2288,102289,R.PRICE 10928.5 #50,dolomite,4002.62,2365.49,2310.0,2331.1876885446363
2168,102169,R.PRICE 10908.5 #30,dolomite,4855.64,2657.48,2390.0,2415.024021881207
2194,102195,R.PRICE 10909.5 #31,dolomite,4232.28,2312.99,2370.0,2330.8619305127568
2079,102080,R.PRICE 10883.5 #7,dolomite,4790.03,2647.64,2570.0,2552.2531478072174
2259,102260,R.PRICE 10926.5 #48,dolomite,5413.39,3225.07,2560.0,2563.7082245877996
2172,102173,R.PRICE 10908.5 #30,dolomite,5183.73,2814.96,2390.0,2396.793715185295
2133,102134,R.PRICE 10901.5 #25,dolomite,4527.56,2749.34,2530.0,2539.938824890172
2075,102076,R.PRICE 10883.5 #7,dolomite,5216.54,3152.89,2570.0,2588.734478570238
2169,102170,R.PRICE 10908.5 #30,dolomite,4855.64,2654.2,2390.0,2382.7611036231315
2239,102240,R.PRICE 10921.5 #43,dolomite,4002.62,2388.45,2340.0,2351.091917625563
2208,102209,R.PRICE 10913.5 #35,dolomite,5314.96,2949.48,2440.0,2479.9995728036747
2201,102202,R.PRICE 10913.5 #35,dolomite,5249.34,3028.22,2440.0,2409.8683707652817
2071,102072,R.PRICE 10883.5 #7,dolomite,5085.3,3067.59,2570.0,2555.5558793118707
2161,102162,R.PRICE 10908.5 #30,dolomite,5019.69,2923.23,2390.0,2426.32394896784
2099,102100,R.PRICE 10889.5 #13,dolomite,5314.96,3162.73,2690.0,2654.8324597853307
2082,102083,R.PRICE 10883.5 #7,dolomite,5347.77,2900.26,2570.0,2550.419682476625
2147,102148,R.PRICE 10901.5 #25,dolomite,5249.34,2811.68,2530.0,2511.970615846343
2167,102168,R.PRICE 10908.5 #30,dolomite,4855.64,2660.76,2390.0,2424.8467976809393
2152,102153,R.PRICE 10901.5 #25,dolomite,4790.03,2486.88,2530.0,2563.4696362906593
2078,102079,R.PRICE 10883.5 #7,dolomite,4855.64,2893.7,2570.0,2553.3983924230893
2299,102300,R.PRICE 10928.5 #50,dolomite,4068.24,2178.48,2310.0,2265.824046014119
2154,102155,R.PRICE 10908.5 #30,dolomite,4330.71,2650.92,2390.0,2385.8625878161824
2272,102273,R.PRICE 10926.5 #48,dolomite,5708.66,3225.07,2560.0,2601.2865396382163
2112,102113,R.PRICE 10890.5 #14,dolomite,5413.39,3248.03,2640.0,2658.6992833554164
2261,102262,R.PRICE 10926.5 #48,dolomite,5577.43,3280.84,2560.0,2604.2420352926915
2192,102193,R.PRICE 10909.5 #31,dolomite,4790.03,2696.85,2370.0,2378.014398834012
2290,102291,R.PRICE 10928.5 #50,dolomite,4232.28,2188.32,2310.0,2302.8535374139756
2150,102151,R.PRICE 10901.5 #25,dolomite,5413.39,2919.95,2530.0,2572.067458516863
2292,102293,R.PRICE 10928.5 #50,dolomite,4560.37,2431.1,2310.0,2288.7706442488875
2237,102238,R.PRICE 10921.5 #43,dolomite,3576.12,2217.85,2340.0,2382.6383788840103
2232,102233,R.PRICE 10916.5 #38,dolomite,5249.34,2847.77,2440.0,2391.9044322565933
2165,102166,R.PRICE 10908.5 #30,dolomite,4691.6,2559.06,2390.0,2405.498792289123
2229,102230,R.PRICE 10916.5 #38,dolomite,5216.54,2841.21,2440.0,2427.4095662022487
2217,102218,R.PRICE 10916.5 #38,dolomite,4954.07,2867.45,2440.0,2452.7255134051798
2287,102288,R.PRICE 10928.5 #50,dolomite,4691.6,2726.38,2310.0,2348.6070453531015
2285,102286,R.PRICE 10928.5 #50,dolomite,4461.94,2601.71,2310.0,2272.569485579774
2136,102137,R.PRICE 10901.5 #25,dolomite,5052.49,2926.51,2530.0,2528.160066947749
2258,102259,R.PRICE 10926.5 #48,dolomite,5380.58,2828.08,2560.0,2554.0457960499984
2218,102219,R.PRICE 10916.5 #38,dolomite,5052.49,2942.91,2440.0,2468.8171042484933
2091,102092,R.PRICE 10889.5 #13,dolomite,5479.0,3280.84,2690.0,2739.7664373045077
2280,102281,R.PRICE 10928.5 #50,dolomite,4199.48,2454.07,2310.0,2325.5241810302614
2213,102214,R.PRICE 10913.5 #35,dolomite,5479.0,2975.72,2440.0,2473.378406406274
2110,102111,R.PRICE 10889.5 #13,dolomite,5807.09,2896.98,2690.0,2705.5573394560097
2076,102077,R.PRICE 10883.5 #7,dolomite,5249.34,3156.17,2570.0,2558.6457708064345
2245,102246,R.PRICE 10921.5 #43,dolomite,4527.56,2732.94,2340.0,2368.66839430174
2187,102188,R.PRICE 10909.5 #31,dolomite,4691.6,2588.58,2370.0,2393.5331058733395
2159,102160,R.PRICE 10908.5 #30,dolomite,4691.6,2759.19,2390.0,2437.7578912239464
2242,102243,R.PRICE 10921.5 #43,dolomite,4265.09,2578.74,2340.0,2326.7840232023327
2222,102223,R.PRICE 10916.5 #38,dolomite,5216.54,3005.25,2440.0,2474.310070198939
2069,102070,R.PRICE 10883.5 #7,dolomite,4822.83,2923.23,2570.0,2597.0432078360654
2123,102124,R.PRICE 10890.5 #14,dolomite,5938.32,3218.5,2640.0,2667.8970756139797
2207,102208,R.PRICE 10913.5 #35,dolomite,5183.73,2821.52,2440.0,2445.5660899589566
2111,102112,R.PRICE 10890.5 #14,dolomite,5347.77,3169.29,2640.0,2681.317650121468
2114,102115,R.PRICE 10890.5 #14,dolomite,5741.47,3444.88,2640.0,2636.0871485839025
2163,102164,R.PRICE 10908.5 #30,dolomite,4265.09,2339.24,2390.0,2376.3096065718705
2096,102097,R.PRICE 10889.5 #13,dolomite,5708.66,3444.88,2690.0,2678.570348787782
2264,102265,R.PRICE 10926.5 #48,dolomite,5610.24,3313.65,2560.0,2559.171304139406
2267,102268,R.PRICE 10926.5 #48,dolomite,5347.77,3169.29,2560.0,2514.7195477780056
2219,102220,R.PRICE 10916.5 #38,dolomite,5249.34,3001.97,2440.0,2477.294978265087
2183,102184,R.PRICE 10909.5 #31,dolomite,4068.24,2480.31,2370.0,2330.1220716601924
2189,102190,R.PRICE 10909.5 #31,dolomite,4691.6,2588.58,2370.0,2342.8198698103306
2275,102276,R.PRICE 10926.5 #48,dolomite,5708.66,3211.94,2560.0,2575.6376849950097
2184,102185,R.PRICE 10909.5 #31,dolomite,4199.48,2198.16,2370.0,2394.206498205116
2291,102292,R.PRICE 10928.5 #50,dolomite,4396.33,2349.08,2310.0,2263.361427437331
2284,102285,R.PRICE 10928.5 #50,dolomite,4494.75,2611.55,2310.0,2357.643470931166
2206,102207,R.PRICE 10913.5 #35,dolomite,5150.92,2709.97,2440.0,2470.40814253353
2175,102176,R.PRICE 10909.5 #31,dolomite,4265.09,2680.45,2370.0,2377.4306247631257
2158,102159,R.PRICE 10908.5 #30,dolomite,4691.6,2778.87,2390.0,2360.9400079350216
2181,102182,R.PRICE 10909.5 #31,dolomite,4658.79,2765.75,2370.0,2344.9198459668696
2251,102252,R.PRICE 10921.5 #43,dolomite,4363.52,2306.43,2340.0,2343.8053549416463
2289,102290,R.PRICE 10928.5 #50,dolomite,4035.43,2129.27,2310.0,2316.7761769567596
2178,102179,R.PRICE 10909.5 #31,dolomite,4593.18,2765.75,2370.0,2343.7742090827614
2077,102078,R.PRICE 10883.5 #7,dolomite,5479.0,3267.72,2570.0,2609.816383866391
2236,102237,R.PRICE 10916.5 #38,dolomite,4954.07,2562.34,2440.0,2404.150712880584
2100,102101,R.PRICE 10889.5 #13,dolomite,5938.32,2926.51,2690.0,2705.113738369101
2276,102277,R.PRICE 10926.5 #48,dolomite,5807.09,3280.84,2560.0,2539.89390780081
2209,102210,R.PRICE 10913.5 #35,dolomite,5380.58,2956.04,2440.0,2482.51729394238
2138,102139,R.PRICE 10901.5 #25,dolomite,5052.49,2952.76,2530.0,2569.7686312143974
2270,102271,R.PRICE 10926.5 #48,dolomite,5577.43,3169.29,2560.0,2608.447433468467
2250,102251,R.PRICE 10921.5 #43,dolomite,4396.33,2312.99,2340.0,2329.081189241658
2199,102200,R.PRICE 10913.5 #35,dolomite,5249.34,3031.5,2440.0,2434.6304776157976
2116,102117,R.PRICE 10890.5 #14,dolomite,5774.28,3444.88,2640.0,2635.8049402624547
2188,102189,R.PRICE 10909.5 #31,dolomite,4658.79,2582.02,2370.0,2322.4731197966607
2286,102287,R.PRICE 10928.5 #50,dolomite,4527.56,2611.55,2310.0,2319.076415532986
2102,102103,R.PRICE 10889.5 #13,dolomite,5938.32,3379.27,2690.0,2701.2112427271077
2256,102257,R.PRICE 10921.5 #43,dolomite,4593.18,2473.75,2340.0,2317.08456153721
2153,102154,R.PRICE 10908.5 #30,dolomite,4199.48,2588.58,2390.0,2392.7753025131674
2215,102216,R.PRICE 10913.5 #35,dolomite,4986.88,2582.02,2440.0,2467.511489850444
2225,102226,R.PRICE 10916.5 #38,dolomite,4822.83,2772.31,2440.0,2400.4979418711273
2131,102132,R.PRICE 10890.5 #14,dolomite,5708.66,2828.08,2640.0,2614.8496146026137
2180,102181,R.PRICE 10909.5 #31,dolomite,4625.98,2769.03,2370.0,2341.509324660873
2089,102090,R.PRICE 10883.5 #7,dolomite,4921.26,2670.6,2570.0,2600.862440447398
2156,102157,R.PRICE 10908.5 #30,dolomite,4593.18,2772.31,2390.0,2384.6604279407156
2160,102161,R.PRICE 10908.5 #30,dolomite,4691.6,2795.28,2390.0,2350.365189097396
2210,102211,R.PRICE 10913.5 #35,dolomite,5380.58,2985.56,2440.0,2445.5862885557276
2171,102172,R.PRICE 10908.5 #30,dolomite,5019.69,2736.22,2390.0,2433.0621770998546
2122,102123,R.PRICE 10890.5 #14,dolomite,5774.28,3175.85,2640.0,2658.4377707690637
2243,102244,R.PRICE 10921.5 #43,dolomite,4265.09,2582.02,2340.0,2386.2430082677074
2074,102075,R.PRICE 10883.5 #7,dolomite,5216.54,3143.04,2570.0,2604.8424032093762
2097,102098,R.PRICE 10889.5 #13,dolomite,5774.28,3444.88,2690.0,2670.5425244147405
2246,102247,R.PRICE 10921.5 #43,dolomite,3510.5,2208.01,2340.0,2371.2709799088816
2216,102217,R.PRICE 10916.5 #38,dolomite,4724.41,2762.47,2440.0,2441.616621700813
2235,102236,R.PRICE 10916.5 #38,dolomite,5446.19,2975.72,2440.0,2489.20173180516
2084,102085,R.PRICE 10883.5 #7,dolomite,5314.96,2893.7,2570.0,2603.3319067832886
2234,102235,R.PRICE 10916.5 #38,dolomite,5380.58,2923.23,2440.0,2410.9135057470025
2182,102183,R.PRICE 10909.5 #31,dolomite,4921.26,2896.98,2370.0,2366.6849627279153
2142,102143,R.PRICE 10901.5 #25,dolomite,4757.22,2440.94,2530.0,2524.8340521524165
2162,102163,R.PRICE 10908.5 #30,dolomite,4199.48,2568.9,2390.0,2399.674730164045
2174,102175,R.PRICE 10909.5 #31,dolomite,4035.43,2460.63,2370.0,2381.3982618818923
2260,102261,R.PRICE 10926.5 #48,dolomite,5479.0,3257.87,2560.0,2549.494057936119
2283,102284,R.PRICE 10928.5 #50,dolomite,4494.75,2604.99,2310.0,2313.536813602255
2231,102232,R.PRICE 10916.5 #38,dolomite,5249.34,2844.49,2440.0,2463.289184987068
2137,102138,R.PRICE 10901.5 #25,dolomite,5019.69,2916.67,2530.0,2511.65006665735
2073,102074,R.PRICE 10883.5 #7,dolomite,5216.54,3136.48,2570.0,2549.2531378774684
2170,102171,R.PRICE 10908.5 #30,dolomite,4855.64,2660.76,2390.0,2375.2448147939567
2101,102102,R.PRICE 10889.5 #13,dolomite,5938.32,3346.46,2690.0,2652.8662184824952
2118,102119,R.PRICE 10890.5 #14,dolomite,5741.47,3412.07,2640.0,2592.1322205484184
2185,102186,R.PRICE 10909.5 #31,dolomite,4429.13,2355.64,2370.0,2332.5791355050715
2148,102149,R.PRICE 10901.5 #25,dolomite,5216.54,2795.28,2530.0,2549.259719425268
2257,102258,R.PRICE 10921.5 #43,dolomite,3576.12,2011.15,2340.0,2354.0010988611775
2228,102229,R.PRICE 10916.5 #38,dolomite,5118.11,2772.31,2440.0,2398.8466957552814
2278,102279,R.PRICE 10926.5 #48,dolomite,5479.0,2739.5,2560.0,2530.0083912142236
2295,102296,R.PRICE 10928.5 #50,dolomite,4527.56,2421.26,2310.0,2316.108010124287
2173,102174,R.PRICE 10908.5 #30,dolomite,4363.52,2293.31,2390.0,2420.4220829308383
2177,102178,R.PRICE 10909.5 #31,dolomite,4625.98,2759.19,2370.0,2414.0166897248496
2224,102225,R.PRICE 10916.5 #38,dolomite,5446.19,3116.8,2440.0,2475.7291864389904
2087,102088,R.PRICE 10883.5 #7,dolomite,5446.19,2998.69,2570.0,2521.125327995893
2212,102213,R.PRICE 10913.5 #35,dolomite,5347.77,2933.07,2440.0,2470.806475307371
2085,102086,R.PRICE 10883.5 #7,dolomite,5347.77,2896.98,2570.0,2549.158240715569
